sample,condition,gene,normalized_counts
fuso2,fuso,GSTA1,77.5701132948204
fuso2,fuso,AL355312.4,25.8567044316068
fuso2,fuso,PCLO,119.881084182904
fuso2,fuso,NRCAM,14.1036569626946
fuso2,fuso,ZBED6CL,11.7530474689122
fuso2,fuso,HR,112.829255701557
fuso2,fuso,PTPRD,42.3109708880839
fuso2,fuso,C9orf24,37.609751900519
fuso2,fuso,IER5L,239.762168365809
fuso2,fuso,AKR1C1,3215.63378749437
fuso2,fuso,MSMB,1302.23765955547
fuso2,fuso,CDKN1C,164.542664564771
fuso2,fuso,C11orf68,63.4664563321258
fuso2,fuso,MMP1,1530.24678045237
fuso2,fuso,COLCA1,25.8567044316068
fuso2,fuso,KCNJ5,9.40243797512975
fuso2,fuso,EMP1,693.429800665819
fuso2,fuso,ALDH1L2,4.70121898756487
fuso2,fuso,HCAR3,101.076208232645
fuso2,fuso,CLDN10,16.4542664564771
fuso2,fuso,AL357093.2,25.8567044316068
fuso2,fuso,BMF,68.1676753196907
fuso2,fuso,C2CD4A,89.3231607637326
fuso2,fuso,C2CD4B,105.77742722021
fuso2,fuso,CEMIP,28.2073139253892
fuso2,fuso,ADAMTSL3,11.7530474689122
fuso2,fuso,HSD17B2,21.1554854440419
fuso2,fuso,NGFR,77.5701132948204
fuso2,fuso,DSC3,928.490750044063
fuso2,fuso,DSG3,542.990793063743
fuso2,fuso,CAPS,133.984741145599
fuso2,fuso,KLF2,47.0121898756487
fuso2,fuso,CXCL17,731.039552566338
fuso2,fuso,MMP9,3307.30755775189
fuso2,fuso,CYP24A1,162.192055070988
fuso3,fuso,S100A9,24398.922358561
fuso3,fuso,HSPA6,91.7548990505133
fuso3,fuso,HSD11B1,80.4966292283644
fuso3,fuso,RHOB,271.887216204895
fuso3,fuso,CYP1B1,282.582572535937
fuso3,fuso,IL1RL1,8.44370236661165
fuso3,fuso,OSBPL6,14.6357507687935
fuso3,fuso,MAP2,220.662088514118
fuso3,fuso,PID1,64.735051477356
fuso3,fuso,CP,777.946444710487
fuso3,fuso,CLGN,15.198664259901
fuso3,fuso,SFRP2,28.1456745553722
fuso3,fuso,IRF1,440.761263537128
fuso3,fuso,PCDHGA10,18.5761452065456
fuso3,fuso,BMP6,11.2582698221489
fuso3,fuso,HIST1H1C,104.701909345984
fuso3,fuso,GSTA1,59.1059165662816
fuso3,fuso,AL355312.4,31.5231555020168
fuso3,fuso,PCLO,165.496566385588
fuso3,fuso,NRCAM,18.0132317154382
fuso3,fuso,ZBED6CL,24.2052801176201
fuso3,fuso,HR,113.145611712596
fuso3,fuso,PTPRD,16.8874047332233
fuso3,fuso,C9orf24,34.337722957554
fuso3,fuso,IER5L,387.847395373029
fuso3,fuso,AKR1C1,4259.00347371892
fuso3,fuso,MSMB,3725.92439764017
fuso3,fuso,CDKN1C,202.085943307572
fuso3,fuso,C11orf68,65.2979649684634
fuso3,fuso,MMP1,3500.19608770608
fuso3,fuso,COLCA1,47.2847332530253
fuso3,fuso,KCNJ5,7.88078887550421
fuso3,fuso,EMP1,756.555732048404
fuso3,fuso,ALDH1L2,15.198664259901
fuso3,fuso,HCAR3,118.774746623671
fuso3,fuso,CLDN10,45.0330792885955
fuso3,fuso,AL357093.2,9.56952934882654
fuso3,fuso,BMF,56.2913491107443
fuso3,fuso,C2CD4A,336.622267682251
fuso3,fuso,C2CD4B,196.456808396498
fuso3,fuso,CEMIP,31.5231555020168
fuso3,fuso,ADAMTSL3,14.0728372776861
fuso3,fuso,HSD17B2,67.5496189328932
fuso3,fuso,NGFR,154.801210054547
fuso3,fuso,DSC3,790.330541514851
fuso3,fuso,DSG3,1014.93302446672
fuso3,fuso,CAPS,139.602545794646
fuso3,fuso,KLF2,45.0330792885955
fuso3,fuso,CXCL17,903.476153227447
fuso3,fuso,MMP9,4596.18865489228
fuso3,fuso,CYP24A1,77.1191482817197
